Race_ID,Circuit_Name,Weather,Track_Temperature,Driver_Name,Driver_Experience,Car_Horsepower,Downforce_Level,Tire_Degradation_Rate,Qualifying_Position,Lap_Time,Final_Position,Top_10_Finish,Driver_Style
7,Spa,Cloudy,36,Leclerc,12,971,3.1835653958243895,0.6604206844743938,4,102.87376057222072,4,1,Consistent
15,Spa,Cloudy,33,Norris,14,982,2.3202681978076534,1.0767346031757044,19,106.30296910285249,1,1,Aggressive
11,Silverstone,Rainy,40,Russell,2,1012,3.0069801943908896,0.3520941812890179,1,90.26245246147722,8,1,Aggressive
8,Spa,Cloudy,22,Verstappen,13,924,2.5090397116866967,1.0751020527179105,17,104.63771914016039,7,1,Consistent
7,Interlagos,Cloudy,47,Norris,3,995,3.9405450850061716,0.6763257001005393,12,83.31895210865622,3,1,Aggressive
19,Spa,Cloudy,20,Verstappen,2,925,3.1648051519696168,1.324044646796184,15,105.39356875203555,10,1,Consistent
11,Silverstone,Cloudy,39,Sainz,3,858,2.688184237114849,0.8213304768098951,1,83.82465986995948,10,1,Consistent
11,Interlagos,Sunny,48,Leclerc,7,923,2.7978137748927168,1.4623544889781461,14,91.91861871681101,19,0,Consistent
4,Monza,Sunny,40,Hamilton,1,1035,3.0810352856158048,0.9427095537573442,6,103.91886097338661,14,0,Consistent
8,Spa,Cloudy,42,Leclerc,10,994,2.7798495885627883,0.4133886922688488,5,84.49752282046322,2,1,Consistent
3,Silverstone,Rainy,20,Norris,8,856,3.359722540486493,1.2505068915822288,11,86.87754185697925,1,1,Defensive
2,Monza,Sunny,22,Verstappen,13,1023,2.0969478533289516,0.5831156789513414,4,101.667577051792,18,0,Aggressive
12,Monza,Cloudy,37,Verstappen,10,990,2.839290521506837,0.5866669002757569,13,101.60109609638224,7,1,Defensive
6,Suzuka,Sunny,44,Russell,10,1017,3.2336201626165586,0.14452655407923118,11,99.23442898655892,8,1,Aggressive
2,Interlagos,Sunny,29,Verstappen,10,1019,3.8083456460698955,0.868201432890372,3,100.818453334013,1,1,Defensive
1,Spa,Rainy,41,Russell,14,986,2.8128729275453894,0.8481929052255321,1,96.28173330042789,3,1,Consistent
12,Silverstone,Cloudy,45,Sainz,2,1027,2.399555375671249,0.5983880779807805,6,87.55397176720858,8,1,Aggressive
12,Suzuka,Cloudy,22,Hamilton,3,876,2.2286011387974893,1.351904168054296,18,90.37087980511758,15,0,Aggressive
17,Interlagos,Rainy,27,Norris,9,971,4.821595481406151,0.2802477576195015,10,85.44793150404277,5,1,Defensive
10,Suzuka,Rainy,33,Russell,7,1043,3.2499171732154375,0.5621393186342175,5,107.25351684000884,3,1,Defensive
16,Interlagos,Cloudy,43,Hamilton,4,854,3.743487863542479,0.5502158705520406,10,97.50175384298362,19,0,Aggressive
15,Interlagos,Cloudy,37,Verstappen,10,878,4.757529655506678,0.2292068207202445,12,92.02554250290919,1,1,Defensive
15,Spa,Rainy,34,Verstappen,5,1014,2.2482452601059184,0.7736035516788105,2,93.86017410932398,15,0,Defensive
19,Interlagos,Sunny,41,Hamilton,2,1015,4.629984457777378,1.0628986039345163,13,108.41850018835446,8,1,Defensive
12,Suzuka,Sunny,42,Verstappen,13,932,3.6547636176322102,0.8163198189661657,8,84.6005420934824,2,1,Consistent
3,Interlagos,Rainy,21,Sainz,11,985,2.494502783411003,0.31976875580267117,2,97.58689496050391,3,1,Consistent
5,Spa,Sunny,46,Sainz,13,958,3.233765349756107,0.6282003513389015,1,95.17666036653398,14,0,Defensive
19,Spa,Rainy,29,Hamilton,8,914,4.332806851205676,0.10363303413710519,5,98.34362706303943,14,0,Defensive
7,Suzuka,Sunny,21,Russell,4,935,3.441110245599064,1.3156215498498216,9,80.54330551462522,11,0,Consistent
9,Monza,Sunny,45,Russell,9,994,4.955858151996513,0.2183238107529547,17,106.16371726832455,16,0,Consistent
7,Monza,Cloudy,36,Hamilton,5,920,3.1302169098138224,0.9361893151576027,9,107.96354847450837,4,1,Aggressive
18,Interlagos,Cloudy,27,Russell,13,894,4.248734899928216,1.4807597942135413,11,96.95399550767627,5,1,Aggressive
4,Silverstone,Sunny,20,Russell,9,981,3.1789683469365775,0.8512269043822654,15,100.89952471630677,14,0,Consistent
14,Interlagos,Sunny,28,Sainz,4,885,4.487492662119543,1.3936584627504065,6,107.67498143531887,16,0,Defensive
18,Suzuka,Cloudy,30,Russell,10,919,3.707244407497243,0.430563146364366,3,101.21715902940196,18,0,Defensive
9,Suzuka,Cloudy,41,Leclerc,5,1008,2.190535488770004,1.16393757251262,17,84.57617128742784,7,1,Defensive
2,Suzuka,Cloudy,35,Norris,9,868,2.1104656029079742,0.8437720555629475,5,97.2886508050044,10,1,Defensive
15,Suzuka,Rainy,26,Verstappen,8,1038,2.4015563564018994,1.108722485948051,12,98.20145139148568,7,1,Aggressive
7,Suzuka,Sunny,48,Leclerc,3,957,2.0410158944809917,0.18727790751573803,18,92.72392013907158,1,1,Consistent
12,Spa,Cloudy,29,Russell,1,1031,2.226077181057387,0.30683472866871736,14,102.09332706874169,19,0,Defensive
8,Monza,Sunny,42,Sainz,3,1016,4.075143191506736,0.2863637000224696,11,108.03101044307044,16,0,Aggressive
15,Suzuka,Rainy,45,Hamilton,4,940,3.6030388250883894,1.0620317075646635,9,107.76705538720329,19,0,Defensive
3,Silverstone,Rainy,22,Russell,2,939,4.249732248409916,1.2822169416870803,2,93.52518114212396,4,1,Consistent
14,Silverstone,Cloudy,37,Sainz,1,868,4.739497256772928,1.1494627248120224,12,83.39714137522266,18,0,Aggressive
17,Silverstone,Rainy,44,Norris,7,888,3.7554485969764158,0.14266101382703184,3,109.54523596887003,2,1,Consistent
4,Silverstone,Sunny,43,Russell,8,975,4.178362532215544,1.3141009735046125,3,105.16694259337802,1,1,Consistent
18,Spa,Cloudy,32,Hamilton,7,1044,4.271243606127367,0.5958053391103756,1,83.739880436098,15,0,Aggressive
8,Silverstone,Sunny,47,Sainz,14,1022,3.1335516478273595,0.6560293655057154,8,107.62525647852117,5,1,Aggressive
4,Suzuka,Sunny,45,Sainz,5,990,2.7232544969888957,0.24681683314547326,8,106.09689086186384,11,0,Aggressive
2,Interlagos,Rainy,26,Sainz,12,975,2.615135985519575,1.1323672885313467,11,95.56514171378217,10,1,Aggressive
6,Silverstone,Rainy,44,Norris,1,907,2.7543273185353954,0.3551974298663413,9,97.73826307234788,2,1,Aggressive
10,Spa,Rainy,23,Russell,7,997,2.824195391077726,0.8895511288263709,5,91.97008111610391,3,1,Aggressive
4,Spa,Rainy,32,Norris,13,1049,2.621682947024169,1.2769939802291035,14,81.64284916466094,12,0,Aggressive
18,Silverstone,Rainy,39,Verstappen,7,910,4.634662002437577,0.22488606019687868,3,90.05591724937703,5,1,Defensive
12,Interlagos,Cloudy,20,Verstappen,9,976,4.270997396516686,0.8494697896217328,5,104.08560345794035,5,1,Consistent
2,Silverstone,Sunny,27,Russell,3,954,2.14068940337366,0.42650297616972166,5,80.13896069013809,6,1,Aggressive
10,Spa,Sunny,33,Norris,9,1016,2.806017446075922,0.5800976099895643,19,90.00497515073432,9,1,Defensive
4,Monza,Sunny,35,Hamilton,14,850,2.066554226090905,0.7635579180027785,14,91.9450608077283,2,1,Defensive
14,Suzuka,Sunny,33,Sainz,1,980,3.494495559937679,0.5971460245910266,4,96.12186808813769,12,0,Defensive
16,Spa,Rainy,31,Sainz,1,941,3.4286320903670426,1.0083519764082063,13,107.59566849238281,3,1,Consistent
15,Silverstone,Sunny,38,Russell,14,1039,4.494114470187504,0.7714149424559502,10,90.39037983097884,12,0,Aggressive
8,Suzuka,Cloudy,42,Verstappen,4,1040,2.9233317193131483,0.9178792785998369,18,90.40859605688684,17,0,Defensive
14,Silverstone,Cloudy,34,Verstappen,9,962,4.449157205639187,1.131551465552878,8,102.12503744329246,10,1,Consistent
8,Silverstone,Sunny,47,Sainz,6,1002,4.903921296319469,0.8808391723306123,8,93.56653822669422,14,0,Consistent
16,Monza,Sunny,21,Russell,13,905,2.2652246700969396,0.9211496085250627,7,86.73814468819945,17,0,Consistent
13,Suzuka,Cloudy,21,Norris,11,1010,4.375453518408898,0.8902419595316977,8,93.57318548398081,18,0,Defensive
18,Suzuka,Cloudy,42,Verstappen,3,1015,3.7698676914129083,0.630281676331805,14,84.22571061139399,19,0,Aggressive
15,Monza,Rainy,41,Norris,1,966,3.4401379010554254,0.5724255674206853,19,85.2916095951867,17,0,Defensive
13,Spa,Cloudy,38,Verstappen,4,983,3.261607335995225,1.3595063560030172,6,94.95103318218439,14,0,Defensive
9,Silverstone,Rainy,44,Verstappen,12,907,4.354004791832929,0.9505773112110019,1,92.56776348513644,9,1,Aggressive
15,Interlagos,Rainy,45,Leclerc,13,893,3.918084070922727,0.44209441765051627,15,107.445377032043,8,1,Aggressive
13,Silverstone,Rainy,49,Verstappen,9,1022,4.415134002558085,0.7975467769885162,1,90.871816973499,2,1,Aggressive
1,Silverstone,Rainy,48,Hamilton,3,1009,4.709453176029879,0.5624878737932796,17,97.4176505083413,13,0,Consistent
7,Spa,Rainy,41,Russell,12,1022,3.851791136291876,1.4071685532638245,1,98.96792863758591,7,1,Aggressive
9,Silverstone,Sunny,45,Russell,9,910,4.941388175277133,0.11054810838770464,15,80.39283369765,9,1,Defensive
1,Monza,Cloudy,45,Norris,7,896,3.8242635486256558,0.4154659167975395,2,99.90612116050131,11,0,Aggressive
12,Monza,Rainy,41,Verstappen,12,998,3.9099329648668477,0.6114995475436806,14,85.34107900609254,14,0,Defensive
8,Suzuka,Cloudy,36,Hamilton,14,929,3.664446825626677,0.782933721132233,8,108.83210952408365,4,1,Consistent
11,Interlagos,Cloudy,39,Norris,4,967,2.2730062731539906,1.2911445249706048,8,84.4598818325934,13,0,Defensive
19,Silverstone,Rainy,29,Leclerc,3,1013,4.179191097950685,0.2230426743562014,19,92.43872371181071,2,1,Defensive
17,Silverstone,Sunny,25,Norris,10,996,3.642338920697335,1.2282108414376007,7,82.56049004235932,5,1,Aggressive
8,Spa,Rainy,34,Norris,5,869,3.352731342248313,0.17791488509976547,19,109.90622755537842,11,0,Aggressive
3,Monza,Sunny,41,Verstappen,5,1034,4.731413835209819,1.2792396494174543,6,95.06585030993728,6,1,Defensive
3,Interlagos,Cloudy,30,Leclerc,3,995,2.8938783546258513,0.17228966902431797,6,97.86155051960131,18,0,Aggressive
1,Suzuka,Sunny,47,Norris,12,896,3.5708068280450336,0.12553947399970547,3,82.01229432165283,10,1,Consistent
5,Monza,Sunny,24,Hamilton,9,898,4.09292561448039,1.07574604731299,7,102.49881411197534,4,1,Consistent
10,Suzuka,Sunny,20,Hamilton,4,863,4.389415327021632,1.496157748675752,19,86.29716779286757,9,1,Aggressive
7,Spa,Cloudy,27,Russell,11,992,3.3780404238385175,1.355254368163629,8,106.94162868322141,6,1,Consistent
9,Spa,Cloudy,40,Leclerc,5,1008,4.526274245056129,0.9063977849279239,10,86.15418921446022,2,1,Aggressive
7,Silverstone,Sunny,47,Leclerc,4,850,4.306753223946192,1.3843538583197443,15,85.72063161991,17,0,Defensive
9,Interlagos,Sunny,31,Russell,5,966,2.1987079335555975,0.10742000895664759,15,81.09649003544284,5,1,Defensive
8,Suzuka,Rainy,31,Norris,7,903,2.137583799213899,1.4650940281231994,1,94.16200835329998,6,1,Consistent
12,Monza,Sunny,24,Leclerc,9,967,3.862417053266274,0.7870482909622982,7,96.94523399787849,12,0,Aggressive
2,Spa,Rainy,26,Hamilton,7,852,3.0422402246762426,1.112054535270486,4,81.97125918285057,10,1,Aggressive
1,Silverstone,Sunny,23,Hamilton,13,993,2.6273923732355424,1.2492060624146937,6,103.26582850085032,6,1,Consistent
16,Silverstone,Rainy,25,Verstappen,5,1034,3.738949803415215,1.1058401791711752,1,93.59866504244083,8,1,Defensive
5,Suzuka,Cloudy,32,Leclerc,10,861,3.024689631369635,0.8490514248628747,5,95.7317080798274,2,1,Consistent
3,Spa,Sunny,39,Norris,10,923,3.61179025014221,0.7672672777769767,1,93.22288240814684,12,0,Defensive
12,Interlagos,Sunny,49,Russell,7,865,3.3803574769507163,1.2740155821836747,4,92.02289182625978,13,0,Aggressive
8,Spa,Sunny,34,Russell,14,1049,3.754298317847461,0.38710858420924277,2,96.78920993924653,7,1,Defensive
